,Open Time,Open,High,Low,Close,Volume,Close Time,PSAR
2021-10-01 12:36:00,1633091760000,39.18000000,39.18000000,38.87000000,38.99000000,39772.05000000,1633091939999,39.89520592898222
2021-10-01 18:15:00,1633112100000,38.21000000,38.21000000,37.87000000,37.91000000,23222.68000000,1633112279999,38.32
2021-10-02 10:30:00,1633170600000,37.80000000,37.80000000,37.60000000,37.62000000,9891.29000000,1633170779999,37.97
2021-10-02 16:12:00,1633191120000,40.79000000,40.79000000,40.58000000,40.64000000,25163.40000000,1633191299999,41.337
2021-10-02 17:15:00,1633194900000,40.81000000,40.81000000,40.63000000,40.76000000,12308.90000000,1633195079999,41.050684440576
2021-10-02 18:09:00,1633198140000,41.47000000,41.47000000,41.24000000,41.25000000,27660.59000000,1633198319999,41.75
2021-10-02 19:33:00,1633203180000,41.83000000,41.83000000,41.61000000,41.69000000,18562.11000000,1633203359999,41.956536
2021-10-02 19:36:00,1633203360000,41.69000000,41.69000000,41.55000000,41.59000000,6445.94000000,1633203539999,41.95
2021-10-02 20:24:00,1633206240000,42.23000000,42.23000000,41.65000000,41.72000000,27436.68000000,1633206419999,42.51
2021-10-03 02:45:00,1633229100000,44.30000000,44.30000000,43.98000000,44.01000000,13438.17000000,1633229279999,44.810190182174715
2021-10-03 03:45:00,1633232700000,44.48000000,44.48000000,44.16000000,44.26000000,12319.77000000,1633232879999,44.74
2021-10-03 03:48:00,1633232880000,44.27000000,44.27000000,44.12000000,44.16000000,8201.68000000,1633233059999,44.74
2021-10-03 04:51:00,1633236660000,44.37000000,44.37000000,44.16000000,44.25000000,14524.57000000,1633236839999,44.62
2021-10-03 06:09:00,1633241340000,45.18000000,45.18000000,45.10000000,45.15000000,16655.09000000,1633241519999,45.987836524799995
2021-10-03 07:00:00,1633244400000,45.14000000,45.14000000,44.56000000,44.64000000,78090.03000000,1633244579999,45.66707016
2021-10-03 14:15:00,1633270500000,43.82000000,43.82000000,43.53000000,43.55000000,28754.83000000,1633270679999,44.17
2021-10-03 14:30:00,1633271400000,43.75000000,43.75000000,43.53000000,43.58000000,20029.29000000,1633271579999,44.040112146432
2021-10-03 18:15:00,1633284900000,43.91000000,43.91000000,43.52000000,43.84000000,28885.70000000,1633285079999,44.37
2021-10-03 18:27:00,1633285620000,44.02000000,44.02000000,43.90000000,43.95000000,7514.12000000,1633285799999,44.30401293599999
2021-10-03 23:30:00,1633303800000,42.92000000,42.92000000,42.82000000,42.91000000,4104.72000000,1633303979999,42.955429703367166
2021-10-04 06:15:00,1633328100000,45.12000000,45.12000000,44.86000000,44.97000000,12068.54000000,1633328279999,45.820004
2021-10-04 09:24:00,1633339440000,46.65000000,46.65000000,46.32000000,46.41000000,16575.44000000,1633339619999,46.772460299200006
2021-10-04 11:09:00,1633345740000,46.38000000,46.38000000,46.03000000,46.07000000,20222.68000000,1633345919999,46.73
2021-10-05 07:30:00,1633419000000,46.15000000,46.15000000,46.02000000,46.07000000,7732.10000000,1633419179999,46.35467328
2021-10-05 10:27:00,1633429620000,46.23000000,46.23000000,46.08000000,46.15000000,21382.35000000,1633429799999,46.56
2021-10-05 16:36:00,1633451760000,45.05000000,45.05000000,44.95000000,44.97000000,7393.99000000,1633451939999,45.36433856000001
2021-10-05 20:57:00,1633467420000,45.00000000,45.00000000,44.82000000,44.89000000,15429.52000000,1633467599999,45.32
2021-10-05 21:45:00,1633470300000,45.12000000,45.12000000,44.97000000,45.02000000,10215.74000000,1633470479999,45.479408
2021-10-06 14:09:00,1633529340000,43.37000000,43.37000000,43.21000000,43.31000000,9096.93000000,1633529519999,44.15833882111999
2021-10-07 02:48:00,1633574880000,41.66000000,41.66000000,41.51000000,41.55000000,4076.45000000,1633575059999,41.99
2021-10-07 03:06:00,1633575960000,41.50000000,41.50000000,41.27000000,41.35000000,8079.43000000,1633576139999,41.82083858868225
2021-10-07 05:03:00,1633582980000,42.24000000,42.24000000,41.86000000,41.99000000,14608.77000000,1633583159999,43.01244672000001
2021-10-07 05:12:00,1633583520000,41.94000000,41.94000000,41.80000000,41.82000000,8780.35000000,1633583699999,42.817203806484486
2021-10-07 06:33:00,1633588380000,42.54000000,42.54000000,42.36000000,42.40000000,6446.60000000,1633588559999,42.74
2021-10-07 06:51:00,1633589460000,42.13000000,42.13000000,41.89000000,41.91000000,17735.06000000,1633589639999,42.516018615552
2021-10-07 11:21:00,1633605660000,44.70000000,44.70000000,44.52000000,44.64000000,11395.22000000,1633605839999,45.2
2021-10-07 11:24:00,1633605840000,44.67000000,44.67000000,44.41000000,44.55000000,7999.38000000,1633606019999,45.186400000000006
2021-10-07 19:06:00,1633633560000,46.90000000,46.90000000,46.58000000,46.62000000,20196.93000000,1633633739999,47.28583932483997
2021-10-07 19:09:00,1633633740000,46.64000000,46.64000000,46.40000000,46.56000000,13975.25000000,1633633919999,47.26712253834317
2021-10-08 05:06:00,1633669560000,47.29000000,47.29000000,46.98000000,47.14000000,17169.44000000,1633669739999,47.89
2021-10-09 01:21:00,1633742460000,44.06000000,44.06000000,43.91000000,44.02000000,6578.60000000,1633742639999,44.28
2021-10-09 02:00:00,1633744800000,43.92000000,43.92000000,43.70000000,43.73000000,4920.34000000,1633744979999,44.17
2021-10-09 12:54:00,1633784040000,43.58000000,43.58000000,43.49000000,43.50000000,2228.61000000,1633784219999,43.67
2021-10-09 14:09:00,1633788540000,43.97000000,43.97000000,43.89000000,43.90000000,2407.42000000,1633788719999,44.11032910783741
2021-10-09 22:00:00,1633816800000,42.58000000,42.58000000,42.50000000,42.51000000,1198.09000000,1633816979999,42.75
2021-10-10 02:57:00,1633834620000,42.19000000,42.19000000,42.07000000,42.12000000,2170.89000000,1633834799999,42.3056003412779
2021-10-10 06:36:00,1633847760000,42.68000000,42.68000000,42.55000000,42.56000000,13304.41000000,1633847939999,42.783367999999996
2021-10-11 02:03:00,1633917780000,40.12000000,40.12000000,40.03000000,40.05000000,2290.85000000,1633917959999,40.315961651322475
2021-10-11 02:09:00,1633918140000,40.10000000,40.10000000,39.93000000,39.96000000,9256.95000000,1633918319999,40.272995636063676
2021-10-11 02:18:00,1633918680000,39.97000000,39.97000000,39.88000000,39.92000000,4071.53000000,1633918859999,40.14446118763569
2021-10-11 03:06:00,1633921560000,40.02000000,40.02000000,39.79000000,39.91000000,5931.57000000,1633921739999,40.06
2021-10-11 06:51:00,1633935060000,40.15000000,40.15000000,40.06000000,40.08000000,4514.71000000,1633935239999,40.4
2021-10-11 09:30:00,1633944600000,40.49000000,40.49000000,40.41000000,40.44000000,2211.02000000,1633944779999,40.66790952287744
2021-10-11 16:36:00,1633970160000,39.04000000,39.04000000,38.86000000,38.90000000,4891.83000000,1633970339999,39.27
2021-10-11 22:18:00,1633990680000,38.82000000,38.82000000,38.71000000,38.73000000,1917.29000000,1633990859999,38.95
2021-10-11 23:15:00,1633994100000,38.79000000,38.79000000,38.68000000,38.70000000,3500.86000000,1633994279999,39.056504440576
2021-10-11 23:21:00,1633994460000,38.80000000,38.80000000,38.65000000,38.69000000,4448.54000000,1633994639999,38.998593040210125
2021-10-12 00:06:00,1633997160000,38.68000000,38.68000000,38.54000000,38.57000000,9912.39000000,1633997339999,39.1892
2021-10-12 13:45:00,1634046300000,36.79000000,36.79000000,36.42000000,36.51000000,26404.89000000,1634046479999,37.07
2021-10-12 16:09:00,1634054940000,37.11000000,37.11000000,36.94000000,37.05000000,20836.93000000,1634055119999,37.38
2021-10-12 21:51:00,1634075460000,38.00000000,38.00000000,37.94000000,38.00000000,3738.36000000,1634075639999,38.38
2021-10-13 01:21:00,1634088060000,38.61000000,38.61000000,38.48000000,38.58000000,25410.48000000,1634088239999,38.912600000000005
2021-10-13 01:27:00,1634088420000,38.78000000,38.78000000,38.68000000,38.74000000,9328.30000000,1634088599999,38.87868416
2021-10-13 01:42:00,1634089320000,38.62000000,38.62000000,38.40000000,38.48000000,20749.81000000,1634089499999,38.806400000000004
2021-10-13 10:36:00,1634121360000,36.43000000,36.43000000,36.34000000,36.38000000,2454.48000000,1634121539999,36.579308000000005
2021-10-13 12:57:00,1634129820000,36.66000000,36.66000000,36.52000000,36.62000000,8345.61000000,1634129999999,36.72898262896923
2021-10-13 13:00:00,1634130000000,36.62000000,36.62000000,36.49000000,36.51000000,8060.80000000,1634130179999,36.71422332381046
2021-10-13 23:21:00,1634167260000,36.60000000,36.60000000,36.50000000,36.58000000,7044.60000000,1634167439999,36.7963005696
2021-10-13 23:27:00,1634167620000,36.67000000,36.67000000,36.53000000,36.64000000,5312.63000000,1634167799999,36.76181118329856
2021-10-14 00:21:00,1634170860000,36.55000000,36.55000000,36.46000000,36.50000000,8153.34000000,1634171039999,36.84582592
2021-10-14 02:36:00,1634178960000,37.21000000,37.21000000,37.05000000,37.16000000,15735.26000000,1634179139999,37.46
2021-10-14 03:36:00,1634182560000,36.96000000,36.96000000,36.76000000,36.80000000,12506.58000000,1634182739999,37.14328846726629
2021-10-14 04:45:00,1634186700000,37.02000000,37.02000000,36.89000000,36.92000000,8989.46000000,1634186879999,37.115828099710164
2021-10-14 09:30:00,1634203800000,39.15000000,39.15000000,38.97000000,39.03000000,33494.01000000,1634203979999,39.33911104
2021-10-14 11:45:00,1634211900000,39.40000000,39.40000000,39.21000000,39.27000000,11211.79000000,1634212079999,39.75
2021-10-15 03:03:00,1634266980000,37.54000000,37.54000000,37.41000000,37.42000000,9264.15000000,1634267159999,37.73883176000001
2021-10-15 06:12:00,1634278320000,37.87000000,37.87000000,37.70000000,37.77000000,21973.49000000,1634278499999,37.98118144
2021-10-15 17:30:00,1634319000000,37.37000000,37.37000000,37.04000000,37.14000000,17666.60000000,1634319179999,37.4
2021-10-16 03:30:00,1634355000000,37.25000000,37.25000000,37.20000000,37.24000000,2720.61000000,1634355179999,37.35824618696704
2021-10-16 06:45:00,1634366700000,37.08000000,37.08000000,37.01000000,37.04000000,3389.36000000,1634366879999,37.19
2021-10-16 12:21:00,1634386860000,38.06000000,38.06000000,37.98000000,38.01000000,7670.38000000,1634387039999,38.219122436057766
2021-10-16 19:06:00,1634411160000,36.97000000,36.97000000,36.90000000,36.91000000,2159.50000000,1634411339999,37.09
2021-10-16 23:45:00,1634427900000,36.73000000,36.73000000,36.56000000,36.64000000,4247.10000000,1634428079999,36.78
2021-10-16 23:54:00,1634428440000,36.67000000,36.67000000,36.59000000,36.65000000,2156.74000000,1634428619999,36.76706224000001
2021-10-17 07:51:00,1634457060000,36.54000000,36.54000000,36.38000000,36.43000000,8367.51000000,1634457239999,36.70596494336
2021-10-17 13:03:00,1634475780000,37.25000000,37.25000000,37.14000000,37.17000000,6507.15000000,1634475959999,37.34
2021-10-17 18:33:00,1634495580000,36.82000000,36.82000000,36.77000000,36.79000000,1595.20000000,1634495759999,36.92
2021-10-17 19:15:00,1634498100000,36.93000000,36.93000000,36.88000000,36.93000000,3533.34000000,1634498279999,37.15
2021-10-18 00:18:00,1634516280000,36.22000000,36.22000000,36.07000000,36.10000000,5863.12000000,1634516459999,36.4
2021-10-18 03:09:00,1634526540000,37.03000000,37.03000000,36.94000000,36.99000000,4332.95000000,1634526719999,37.343
2021-10-18 12:45:00,1634561100000,35.89000000,35.89000000,35.79000000,35.81000000,2100.84000000,1634561279999,35.99232798568512
2021-10-18 14:15:00,1634566500000,36.24000000,36.24000000,36.07000000,36.09000000,7607.52000000,1634566679999,36.34
2021-10-18 19:00:00,1634583600000,35.69000000,35.69000000,35.49000000,35.50000000,9105.60000000,1634583779999,35.79
2021-10-19 04:27:00,1634617620000,36.83000000,36.83000000,36.61000000,36.66000000,14245.54000000,1634617799999,37.09
2021-10-19 04:45:00,1634618700000,36.63000000,36.63000000,36.53000000,36.58000000,4336.86000000,1634618879999,36.96557565779968
2021-10-19 07:51:00,1634629860000,36.31000000,36.31000000,36.22000000,36.24000000,5390.89000000,1634630039999,36.41
2021-10-19 12:51:00,1634647860000,36.14000000,36.14000000,36.05000000,36.08000000,5484.25000000,1634648039999,36.482600000000005
2021-10-19 20:30:00,1634675400000,36.36000000,36.36000000,36.27000000,36.30000000,2420.99000000,1634675579999,36.5644
2021-10-19 22:48:00,1634683680000,38.07000000,38.07000000,37.93000000,37.94000000,17512.98000000,1634683859999,38.2889164544
2021-10-20 17:03:00,1634749380000,41.27000000,41.27000000,41.02000000,41.09000000,34920.64000000,1634749559999,41.36
2021-10-20 17:33:00,1634751180000,40.82000000,40.82000000,40.73000000,40.78000000,12621.06000000,1634751359999,40.87
2021-10-20 19:51:00,1634759460000,43.19000000,43.19000000,43.04000000,43.13000000,13269.43000000,1634759639999,43.4978655535104
2021-10-21 11:15:00,1634814900000,42.05000000,42.05000000,41.87000000,41.91000000,11415.91000000,1634815079999,42.23
2021-10-21 19:36:00,1634844960000,40.98000000,40.98000000,40.76000000,40.86000000,23957.71000000,1634845139999,41.37
2021-10-21 21:39:00,1634852340000,41.39000000,41.39000000,41.17000000,41.23000000,6927.58000000,1634852519999,41.395183679999995
2021-10-22 01:33:00,1634866380000,42.01000000,42.01000000,41.85000000,41.90000000,13394.05000000,1634866559999,42.3038
2021-10-22 04:12:00,1634875920000,41.57000000,41.57000000,41.43000000,41.50000000,3785.37000000,1634876099999,41.640891999999994
2021-10-22 06:27:00,1634884020000,42.80000000,42.80000000,42.50000000,42.76000000,15841.47000000,1634884199999,42.99
2021-10-22 07:12:00,1634886720000,43.33000000,43.33000000,43.08000000,43.20000000,39178.08000000,1634886899999,43.82
2021-10-22 20:24:00,1634934240000,45.01000000,45.01000000,44.80000000,44.84000000,15475.87000000,1634934419999,45.380596
2021-10-23 05:03:00,1634965380000,43.61000000,43.61000000,43.15000000,43.17000000,40675.36000000,1634965559999,43.66
2021-10-23 13:00:00,1634994000000,42.66000000,42.66000000,42.54000000,42.55000000,7892.78000000,1634994179999,42.866359464438325
2021-10-23 14:39:00,1634999940000,42.70000000,42.70000000,42.61000000,42.63000000,3241.20000000,1635000119999,42.89
2021-10-23 21:06:00,1635023160000,42.76000000,42.76000000,42.59000000,42.69000000,5383.98000000,1635023339999,43.02
2021-10-23 21:15:00,1635023700000,42.88000000,42.88000000,42.72000000,42.75000000,1764.65000000,1635023879999,42.994712559999996
2021-10-23 21:18:00,1635023880000,42.75000000,42.75000000,42.59000000,42.66000000,5473.35000000,1635024059999,42.9866183088
2021-10-23 22:30:00,1635028200000,43.08000000,43.08000000,42.94000000,42.96000000,2733.83000000,1635028379999,43.25
2021-10-23 22:45:00,1635029100000,43.00000000,43.00000000,42.90000000,42.96000000,2942.73000000,1635029279999,43.192005347328006
2021-10-23 22:48:00,1635029280000,42.96000000,42.96000000,42.85000000,42.92000000,2476.41000000,1635029459999,43.180325133434884
2021-10-25 01:15:00,1635124500000,42.19000000,42.19000000,42.04000000,42.14000000,10062.04000000,1635124679999,42.2494172
2021-10-25 02:12:00,1635127920000,42.55000000,42.55000000,42.43000000,42.46000000,7483.35000000,1635128099999,42.9212
2021-10-25 03:33:00,1635132780000,43.16000000,43.16000000,43.01000000,43.07000000,5976.92000000,1635132959999,43.218758271672314
2021-10-25 04:18:00,1635135480000,43.35000000,43.35000000,43.25000000,43.28000000,11667.41000000,1635135659999,43.6
2021-10-25 04:21:00,1635135660000,43.27000000,43.27000000,43.12000000,43.13000000,10598.46000000,1635135839999,43.593
2021-10-25 07:51:00,1635148260000,43.51000000,43.51000000,43.43000000,43.44000000,5202.14000000,1635148439999,43.76173408
2021-10-25 08:03:00,1635148980000,43.51000000,43.51000000,43.33000000,43.40000000,4894.69000000,1635149159999,43.60408815364505
2021-10-25 08:51:00,1635151860000,43.39000000,43.39000000,43.26000000,43.28000000,1658.79000000,1635152039999,43.457328
2021-10-25 10:06:00,1635156360000,43.19000000,43.19000000,43.04000000,43.09000000,5271.84000000,1635156539999,43.38
